"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","MAPE_train","KL_Divergence","kl_div_obs_as_base","kl_div_obs_as_target","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"90",1.42933287,0.52161689305,0.2778943155,2.46480587625,0.88761511207,0.28921116571,0.580820561725,0.75179014125,0.19265499268,2.09632129925,0.63276373802,0.17105652937,2.62235482875,0.44478981377,0.10416263217,2.80187456425,0.30010284870666,0.3831602986,1,0.950988887830017,NA,NA,0.049417691416173,NA,NA,0.049417691416173,0.470182979365736,0.0492109293062849,0.0028121995170976,0.00085167098588812,0.00477272804830708,0,7215.80586513041,1.019780846e-05,65481090.2533626,1e-04,1,0.0629680156707764,99.2068400382996,"5_139_6",5,139,6,1248,FALSE,TRUE,86,0.0576007616733641,3,FALSE
"91",0.96778743175,0.39858544689,0.18413432655,2.2850647925,0.9151611249,0.27913766251,0.72771693615,0.74224399114,0.122672780617,2.73183330525,0.6713161571,0.113311191454,1.196786193,0.77518492392,0.15611040621,1.4609469975,0.51760348113,0.37360844815,1,0.950628165945922,NA,NA,0.0495992151787567,NA,NA,0.0495992151787567,0.714513001585609,0.0487516250374182,0.0117882158282438,NA,0.0117882158282438,0,7083.28484413572,8.173800095e-06,65481090.2533626,1e-04,1,0.0574882030487061,116.307291984558,"5_165_3",5,165,3,1479,TRUE,TRUE,29,0.116950532228809,3,FALSE
"92",0.798395533,0.41330676686,0.20428156101,2.30396866625,0.91664864961,0.34975138852,0.580820561725,0.75179014125,0.19265499268,2.09632129925,0.63276373802,0.17105652937,2.62235482875,0.44478981377,0.10416263217,1.59770769425,0.44308435897,0.35703949705,1,0.950686870977942,NA,NA,0.0495697187095235,NA,NA,0.0495697187095235,0.507958612823165,0.0490010610438824,0.0127861088169559,NA,0.0127861088169559,0,8209.66052765981,2.53770618e-05,65481090.2533626,1e-04,1,0.0472018718719482,127.790984153748,"5_182_9",5,182,9,1638,FALSE,TRUE,55,0.0667849778348243,3,FALSE
"93",1.0314971585,0.90964002022,0.11843699973,1.9534643435,0.99189591751,0.18759538726,0.5763477468,0.330820026797,0.24211959847,2.2943295125,0.59776775938,0.20345018713,1.701966365,0.74435519723,0.2124413325,1.42949314625,0.44116589228,0.31264949564,1,0.951089197092921,NA,NA,0.0493670948174191,NA,NA,0.0493670948174191,0.591346568268568,0.0487330187054381,0.00325348979036318,NA,0.00325348979036318,0,9039.01370493272,3.804386557e-05,65481090.2533626,1e-04,1,0.0699222087860107,137.354747056961,"5_197_6",5,197,6,1770,TRUE,TRUE,26,0.0870266908908568,4,FALSE
"94",1.0314971585,0.90964002022,0.11843699973,1.9534643435,0.99189591751,0.18759538726,0.5763477468,0.330820026797,0.39389430799,2.6867067125,0.59776775938,0.20345018713,1.701966365,0.74435519723,0.2124413325,1.42949314625,0.44116589228,0.31264949564,1,0.951435772921455,NA,NA,0.0491918793489434,NA,NA,0.0491918793489434,0.390286645835356,0.048951224716535,0.00628786620505746,NA,0.00628786620505746,0,9039.01370493272,3.804386557e-05,65481090.2533626,1e-04,1,0.0493090152740479,139.489797115326,"5_200_9",5,200,9,1800,FALSE,TRUE,47,0.0381932821588961,4,FALSE
"95",0.798395533,0.41330676686,0.20428156101,2.34239243775,0.90189498782,0.39759218623,1.436816058,0.340050865659,0.22225576558,2.0651131735,0.77180933807,0.21088045207,2.6041149265,0.334836686346,0.25912906911,2.25580964475,0.334520167584,0.31185876826,1,0.951248188727637,NA,NA,0.0492867920666116,NA,NA,0.0492867920666116,0.572354592358366,0.0491702672830579,0.0143155719252631,0.0223132782281912,0.00631786562233509,0,9657.22309308122,4.748584665e-05,65481090.2533626,1e-04,1,0.0503408908843994,142.824306964874,"5_206_3",5,206,3,1848,FALSE,TRUE,76,0.0824223527929591,3,FALSE
"96",0.92769036325,0.357339673692,0.26951895678,2.61996717525,0.82833281984,0.28470594004,0.702128149775,0.50472504318,0.23530126816,2.131941406,0.56744248636,0.1768652191,2.51688809125,0.42017275256,0.1993897515,2.1779537245,0.329279146071,0.3538760303,1,0.951142236723144,NA,NA,0.0493403203366756,NA,NA,0.0493403203366756,0.495058300320899,0.0491983930402081,0.048855710700138,0.0710138385930374,0.0266975828072385,0,9681.77448219853,4.786082276e-05,65481090.2533626,1e-04,1,0.0601198673248291,149.406287193298,"5_216_7",5,216,7,1942,FALSE,TRUE,81,0.0637893650250206,3,FALSE
"97",1.42946918025,0.364092301798,0.26317675197,2.44400653,0.6714453869,0.17930873953,1.647613848,0.96999890636,0.116945408389,2.684770079,0.339658577035,0.1728457948,2.5731081025,0.79656669111,0.19832834202,1.58011753025,0.37925285942,0.341898328615,1,0.951660797615838,NA,NA,0.0490777805491432,NA,NA,0.0490777805491432,0.654677602593451,0.0487466321102666,0.0246984258651104,0.0431822825510046,0.00621456917921608,0,8277.81911354245,2.64180555e-05,65481090.2533626,1e-04,1,0.0603349208831787,149.910691976547,"5_217_4",5,217,4,1948,FALSE,TRUE,28,0.102429369587902,3,FALSE
"98",1.18419235,0.345768334871,0.18029992044,2.296015681,0.72774169515,0.17930873953,1.647613848,0.96999890636,0.116945408389,2.684770079,0.339658577035,0.1728457948,2.5731081025,0.79656669111,0.19832834202,1.58011753025,0.37925285942,0.341898328615,1,0.951683828853054,NA,NA,0.0490660875896215,NA,NA,0.0490660875896215,0.657470311483019,0.0485339170171871,0.0292954120226877,0.0478019680329158,0.0107888560124595,0,6854.55524164762,4.680387312e-06,65481090.2533626,1e-04,1,0.0501410961151123,152.05573797226,"5_220_7",5,220,7,1978,FALSE,TRUE,13,0.103116716280211,3,FALSE
"99",1.1611840565,0.69232830483,0.13634612664,0.89352897775,0.51204388779,0.25935110881,0.76567755575,0.95192105615,0.18198747259,2.16270061475,0.48377507708,0.168153169,1.28722849475,0.81400938729,0.07627761279,1.2485099445,0.44515902674,0.39942576925,1,0.950065201177854,NA,NA,0.0498811923886828,NA,NA,0.0498811923886828,0.596876561076187,0.0491598710317103,0.0051510566024517,0.00723816495237806,0.00306394825252535,0,7632.92936671902,1.656858232e-05,65481090.2533626,1e-04,1,0.0731139183044434,152.679041147232,"5_221_7",5,221,7,1987,FALSE,TRUE,73,0.0883802239174551,4,FALSE
