"","solID","mape","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"11","1_203_3",0,0.424279319769353,0.0489336925585704,0.0489336925585704,0.44024036189352,0.416298278846006,0.962673050287212,0.0289463476692732,0.89721786670278,0.125589590287978,0.446749647487945,0.966443574963066,0.00685071890513999,0.0284745958034331,0.453094701048411,0.131821109333862,0.135074017309237,0.607459930280695,0.689167566828457,1,0.759188601421883,0.0246104596603021,2,34,FALSE
"12","1_203_8",0,0.346584463964387,0.0492042991872918,0.0492042991872918,0.719574068412053,0.469957424462779,0.867968583582388,0.516191131902185,0.376793155929469,0.245732172583495,0.517790339931703,0.588326800546048,0.0181741582158832,0.353145719162327,0.36467377767626,0.508895399060014,0.291219263205253,0.630997153791562,0.510743879389318,0.390110466411422,0.536462797558663,0.0163249043016493,2,34,FALSE
"13","1_204_1",0,0.34719194873416,0.0490997217457573,0.0490997217457573,0.341922536072914,0.634972248779228,0.892130937552415,0.588926276658347,0.586272408351463,0.0274359543790287,0.446963529908571,0.394721935849284,0.0152558366734002,0.439398203027116,0.501478131496344,0.3311073718879,0.0984406579260555,0.698324229192265,0.119539736549307,0.605032559767772,0.922584877622879,0.0636529096104732,1,22,FALSE
"14","1_205_7",0,0.313562642978796,0.0492982277894866,0.0492982277894866,0.107884675501298,0.423909672487295,0.870582082286933,0.127776173729341,0.0400596446375334,0.174827436011662,0.00243204108204309,0.658220288265276,0.0107578012937551,0.00943385976158538,0.403028176896081,0.71225834633122,0.303435480988286,0.587949550861057,0.337717475780447,0.642486164307274,0.486852225505721,0.00586707357933203,1,22,FALSE
"15","1_205_9",0,0.346957445073238,0.0491162538617555,0.0491162538617555,0.397452963113459,0.837801362955338,0.994423537713437,0.296741103389488,0.136061430279632,0.097243542451168,0.240772792939592,0.982006599422171,0.00750069504881603,0.66252152640355,0.401961633425144,0.273344055762122,0.0853534639666493,0.686522602557609,0.755598353331587,0.592357595842357,0.231202878737894,0.175146367362755,2,34,FALSE
"16","1_208_9",0,0.435910439452229,0.0488463961654645,0.0488463961654645,0.900542875957872,0.58164628275158,0.702326277354,0.137082352308528,0.270831179052082,0.120846935870562,0.340107947483333,0.982659853735751,0.0172379223268871,0.404408154744604,0.344708912424783,0.101866826612394,0.0737455523446234,0.503661649003082,0.740716958189562,0.295220659883221,0.59336193324573,0.0597664692096367,2,34,FALSE
"17","1_209_1",0,0.287703708419683,0.0493180430836043,0.0493180430836043,0.107884675501298,0.830917068109092,0.960081337632553,0.0635883141477055,0.129370268007228,0.174827436011662,0.00243204108204309,0.658220288265276,0.00263170870638202,0.507013421896688,0.541683743267258,0.793804956594893,0.303435480988286,0.587949550861057,0.4768460564344,0.568997824562216,0.775303090015685,0.00586707357933203,1,22,FALSE
"18","1_210_5",0,0.356646184643471,0.0490407712301109,0.0490407712301109,0.932608754112254,0.490277766169194,0.914843242817238,0.924836936422287,0.455161570166223,0.147360051683049,0.19355899474289,0.902009138319698,0.00481457221974814,0.540532346567409,0.484383228020531,0.508895399060014,0.149431695639304,0.507567325544484,0.964830657278718,0.595547436984195,0.910929845709715,0.00686222636545457,2,34,FALSE
"19","1_212_4",0,0.293301665588034,0.049331992306918,0.049331992306918,0.334478580095225,0.830917068109092,0.960081337632553,0.0635883141477055,0.129370268007228,0.174827436011662,0.0231428758809861,0.658220288265276,0.00263170870638202,0.507013421896688,0.541683743267258,0.793804956594893,0.474711932916201,0.587949550861057,0.4768460564344,0.568997824562216,0.775303090015685,0.00586707357933203,1,22,FALSE
"20","1_217_5",0,0.42643557580718,0.0488501627212233,0.0488501627212233,0.837885453749136,0.474173516183026,0.741580645059525,0.500407540818791,0.381498189328013,0.00764477412540242,0.606145347213266,0.616608421281397,0.023811333123697,0.498477632688203,0.335685567599242,0.117079909972927,0.304567534429553,0.605625973126527,0.608276776893277,0.448021713349579,0.352444453664975,0.0789492085812503,2,34,FALSE
