"","solID","mape","MAPE_train","KL_Divergence","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"1","1_85_2",0,0.053590509103659,0.019619057309133,0.337671240863039,0.0516774486423414,0.0516774486423414,0.265427198512412,0.0463359454686908,0.657935576115614,0.00202865130079353,0.982174755267942,0.522214844698998,0.0915056363318348,0.399558174385822,0.324280660162662,0.690999144396143,0.896041721028802,0.666159997023607,0.96316877838733,0.347842849576471,0.909664923169593,0.493189579266761,0,0.607113830305498,1,13,FALSE
"2","1_95_1",0,0.0534760715077094,0.0350278809335102,0.320124509690262,0.0516554457001247,0.0516554457001247,0.314293090138463,0.0295443384548018,0.859406907149024,0.0774657599639585,0.913563799332263,0.497563841521667,0.126159597083867,0.28254758601262,0.084870257866714,0.663540987511303,0.728563116592932,0.546926506244044,0.949807064460668,0.15676434879418,0.91988407643389,0.436824681841618,0.0414220761986015,0.607802629068191,1,13,FALSE
"3","1_97_9",0,0.0533338696067428,0.0199987188145513,0.337814930472016,0.0515562776677157,0.0515562776677157,0.521770177724415,0.312944951391437,0.847345461025136,0.159798165330613,0.7840688415791,0.498035249798494,0.383111640250065,0,0.10217879844086,0.523600628584879,0.419526593171698,0.348620015594943,0.554948348206737,0.83419746944435,0.921662114461699,0.542956398815275,0.0689233084694626,0.650725075481284,4,14,FALSE
"4","1_98_4",0,0.0562546007884077,0.0171604671338904,0.26882753603072,0.052176085983583,0.052176085983583,0.299301432829097,0.146612530930659,0.859406907149024,0.0774657599639585,0.900725499274378,0.474095980545498,0.00248294060033043,0.695124269292742,0.084870257866714,0.663540987511303,0.460339732463992,0.743912256593538,1,0.258781484651946,0.91988407643389,0.436824681841618,0.0825647739253318,0.690104828269248,1,13,TRUE
"5","1_105_1",0,0.057342531205395,0.00508278666008171,0.318260021394219,0.0526407771526909,0.0526407771526909,0.299301432829097,0.146612530930659,0.672288227891666,0.746750561292837,0.224634168248539,0.461227608071707,0.00248294060033043,0.695124269292742,0.084870257866714,0.235522819979886,0.926614542858074,0.675998984555194,1,0.258781484651946,0.552222170543507,0.820753118259539,0.460760746242923,0.652385015794873,1,13,FALSE
"6","1_105_3",0,0.0549787839396083,0.00471226209167365,0.333529591058918,0.0518906956924686,0.0518906956924686,0.247544380075905,0.153424254482713,0.703966450228461,0.50002093984109,0.349706722328929,0.455722724907288,0.0381775051532045,0.661826728741842,0.23638671121617,0.78057638102715,0.875416006922171,0.486180840467672,0.854092756938322,0.189750860126925,0.867009326905841,0.68795239285214,0.0518425926692607,0.692833308874764,1,13,FALSE
"7","1_107_9",0,0.0548879314166036,0.0474453400317633,0.317469315826841,0.0519824781740388,0.0519824781740388,0.539517537402252,0.312944951391437,0.847345461025136,0.159798165330613,0.7840688415791,0.408176877018085,0.465205982929796,0,0.10217879844086,0.523600628584879,0.419526593171698,0.428251744001662,0.261801966016687,0.83419746944435,0.921662114461699,0.542956398815275,0.0689233084694626,0.783218839535522,4,14,FALSE
"8","1_108_6",0,0.055106140930137,0.00638713522774605,0.324992083060306,0.0519221997683307,0.0519221997683307,0.247544380075905,0.153424254482713,0.703966450228461,0.50002093984109,0.349706722328929,0.340103171680248,0.0381775051532045,0.661826728741842,0.23638671121617,0.78057638102715,0.875416006922171,0.486180840467672,0.854092756938322,0.189750860126925,0.867009326905841,0.68795239285214,0.0518425926692607,0.692833308874764,1,13,FALSE
"9","1_111_3",0,0.055266501026249,0.0238434562462282,0.303031918866606,0.0523473583499184,0.0523473583499184,0.539517537402252,0.312944951391437,0.847345461025136,0.159798165330613,0.930794587669725,0.425628052549503,0.465205982929796,0,0.10217879844086,0.523600628584879,0.419526593171698,0.626045018778661,0.261801966016687,0.83419746944435,0.921662114461699,0.542956398815275,0.044504699541324,0.838106055610777,4,14,FALSE
"10","1_114_6",0,0.05484905211567,0.0469971180701044,0.317694581679077,0.0519581695020583,0.0519581695020583,0.539517537402252,0.312944951391437,0.847345461025136,0.159798165330613,0.7840688415791,0.408176877018085,0.465205982929796,0,0.10217879844086,0.523600628584879,0.419526593171698,0.428251744001662,0.261801966016687,0.83419746944435,0.921662114461699,0.542956398815275,0.0689233084694626,0.766059528925911,4,14,FALSE
"11","1_115_3",0,0.0549082736182471,0.00523184743830934,0.330112471097484,0.051838884745027,0.051838884745027,0.247544380075905,0.153424254482713,0.703966450228461,0.39234105241914,0.349706722328929,0.455722724907288,0.0381775051532045,0.661826728741842,0.23638671121617,0.78057638102715,0.567576992590213,0.486180840467672,0.854092756938322,0.189750860126925,0.867009326905841,0.68795239285214,0.225632079700592,0.692833308874764,1,13,FALSE
"12","1_121_3",0,0.0552415820480773,0.0603724064267839,0.326060327655867,0.0519484113758456,0.0519484113758456,0.539517537402252,0.312944951391437,0.847345461025136,0.159798165330613,0.7840688415791,0.434659752258075,0.533369819962786,0,0.10217879844086,0.523600628584879,0.419526593171698,0.364168103015498,0.165475214990488,0.83419746944435,0.921662114461699,0.542956398815275,0.0689233084694626,0.78931384186209,4,14,FALSE
"13","1_121_9",0,0.0568145792164273,0.00891692997094075,0.316461987024835,0.0522897016469024,0.0522897016469024,0.247544380075905,0.153424254482713,0.703966450228461,0.39234105241914,0.349706722328929,0.369332864013649,0,0.661826728741842,0.23638671121617,0.78057638102715,0.567576992590213,0.486180840467672,0.854092756938322,0.189750860126925,0.867009326905841,0.68795239285214,0.225632079700592,0.841935406529227,1,13,FALSE
"14","1_140_6",0,0.0552036071299246,0.0217388542699265,0.33298867861423,0.0524774021931599,0.0524774021931599,0.246739873277194,0.00678011082389387,0.770500726675492,0.378868585794427,0.355323563024581,0.434748724763973,0.337529621653815,0.114702581329992,0.278083478317839,0.58901958356614,0.81753401701322,0.773494297278348,0.574970390213395,0.236891555819897,0.73463846674733,0.525180642933351,0.00168623066368528,0.750370918887044,1,13,FALSE
"15","1_143_9",0,0.0551680717316189,0.0253432534947291,0.304346775540354,0.0524869112050891,0.0524869112050891,0.246739873277194,0.00678011082389387,0.807082968021321,0.378868585794427,0.355323563024581,0.434748724763973,0.337529621653815,0.114702581329992,0.0133386520923703,0.58901958356614,0.81753401701322,0.773494297278348,0.574970390213395,0.236891555819897,0.992751075550639,0.525180642933351,0.00168623066368528,0.750370918887044,1,13,FALSE
"16","1_160_7",0,0.0516108717617412,0.00423922393608297,0.341485998225669,0.0511970228637274,0.0511970228637274,0.589675529480277,0.275726600947026,0.470330489988109,0.905197952534177,0.482687741047753,0.20956047258335,0.850076745383449,0.351966923619524,0.0507361685573603,0.957591924971794,0.874940672014828,0.252462835947552,0.110160859201447,0.544049867389982,0.761252606564641,0.727143654374473,0.436980352468695,0.549554334243292,4,14,FALSE
"17","1_164_1",0,0.0514817974968457,0.00384205660752727,0.322806576513444,0.0509281292391532,0.0509281292391532,0.589675529480277,0.275726600947026,0.799700826278836,0.571932869928797,1,0.20956047258335,0.850076745383449,0.351966923619524,0.0507361685573603,0.76812949988917,0.92258977481086,0.252462835947552,0.110160859201447,0.544049867389982,0.755248872403488,0.774165345744287,0.260774390951932,0.549554334243292,4,14,FALSE
"18","1_170_7",0,0.0512061428704558,0.00431460603686198,0.314908281804303,0.0508832977005683,0.0508832977005683,0.562549797957254,0.270564111929888,0.799700826278836,0.571932869928797,0.979969581439247,0.0271096085989916,0.977375317866619,0.246294195259953,0.0507361685573603,0.76812949988917,0.92258977481086,0.156175017952857,0.279915004008307,0.546102229139336,0.755248872403488,0.774165345744287,0.260774390951932,0.614858712103915,4,14,FALSE
"19","1_180_7",0,0.0530411100100426,0.002898428577584,0.277507579548108,0.0516733895273752,0.0516733895273752,0.589675529480277,0.275726600947026,0.799700826278836,0.571932869928797,1,0.0604706981277865,0.835666358291349,0.351966923619524,0.0507361685573603,0.76812949988917,0.92258977481086,0.342313179671874,0.285703268520642,0.544049867389982,0.755248872403488,0.774165345744287,0.260774390951932,0.778490280329405,4,14,TRUE
"20","1_187_4",0,0.0513869612960927,0.00382123236023933,0.322513839030497,0.0509128544944105,0.0509128544944105,0.589675529480277,0.275726600947026,0.799700826278836,0.571932869928797,1,0.20956047258335,0.850076745383449,0.351966923619524,0.0507361685573603,0.76812949988917,0.970429975601514,0.252462835947552,0.110160859201447,0.544049867389982,0.755248872403488,0.774165345744287,0.260774390951932,0.549554334243292,4,14,FALSE
"21","1_190_7",0,0.0554495042798749,0.00472616119355654,0.272584836981392,0.0527918785190707,0.0527918785190707,0.589675529480277,0.275726600947026,0.828700245245523,0.699602021949973,0.972647866134789,0.0724655450901692,0.850076745383449,0.351966923619524,0.14550614918702,0.807358007767056,0.893081650746361,0.744135090591322,0.110160859201447,0.544049867389982,0.695768460669062,0.766913745330116,0.399651053688074,0.860522744302774,4,14,FALSE
"22","1_194_1",0,0.0513210975679623,0.00376314463235977,0.326484727829712,0.0509419088550003,0.0509419088550003,0.589675529480277,0.275726600947026,0.799700826278836,0.571932869928797,1,0.20956047258335,0.850076745383449,0.351966923619524,0.0507361685573603,0.76812949988917,0.970429975601514,0.252462835947552,0.110160859201447,0.315209493371961,0.755248872403488,0.774165345744287,0.260774390951932,0.549554334243292,4,14,FALSE
"23","1_197_4",0,0.0514924764030246,0.00358144192365713,0.325792066481063,0.0509416858968224,0.0509416858968224,0.589675529480277,0.275726600947026,0.799700826278836,0.571932869928797,1,0.20956047258335,0.850076745383449,0.351966923619524,0.0507361685573603,0.549057196228734,0.970429975601514,0.252462835947552,0.110160859201447,0.544049867389982,0.755248872403488,0.875555308782208,0.260774390951932,0.549554334243292,4,14,FALSE
"24","1_206_4",0,0.0531893232453734,0.0055917965402115,0.282116444892425,0.0516324284012982,0.0516324284012982,0.717717374936417,0.968549971137814,0.54515206827904,0.446901769723071,0.808759515851433,0.146404040877401,0.713742687170698,0.38172485438089,0.0355857223489749,0.972913356894927,0.694958735984959,0.451256444785663,0,0.446908791255614,0.377039125046564,0.59528008049193,0.073775689839779,0.686489072411676,3,17,FALSE
"25","1_209_7",0,0.0532293717650096,0.00589440647752668,0.279179343198658,0.0516115057979299,0.0516115057979299,0.717717374936417,0.968549971137814,0.54515206827904,0.446901769723071,0.808759515851433,0.146404040877401,0.713742687170698,0.38172485438089,0.0355857223489749,0.972913356894927,0.694958735984959,0.451256444785663,0,0.605240822450923,0.377039125046564,0.59528008049193,0.073775689839779,0.686489072411676,3,17,FALSE
"26","1_213_1",0,0.0520146655457663,0.00529673444451237,0.310879544732149,0.0512241915531832,0.0512241915531832,0.717717374936417,0.968549971137814,0.54515206827904,0.446901769723071,0.652843773801502,0.261949095716094,0.527382669207496,0.38172485438089,0.0355857223489749,0.972913356894927,1,0.281352316880971,0,0.446908791255614,0.377039125046564,0.59528008049193,0.161630526131862,0.752936012480853,3,17,FALSE
