"","solID","mape","MAPE_train","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"27","3_152_9",0,0.0568715411463768,0.22426117794851,0.0523240371726096,0.0523240371726096,0.726938213226549,0.87428927196653,0.738134717885724,0.268466654081818,0.790123118056185,0.0555367848651874,0.922226703526609,0.855050452800803,0.243626966706809,0.573834287120659,0.993498558988085,0.821590634128855,0.273493035610012,0.802631826538151,0.871795092763359,0.819986574874784,0.784818259873632,0.587700386590268,1,27,FALSE
"28","3_155_4",0,0.0552239423713533,0.234601070452467,0.0517460582594481,0.0517460582594481,0.680763995155247,0.67877911635208,0.746880458807552,0.595318535551937,1,0.144772113001277,0.74613589208579,0.303479120053646,0.140778421464935,0.892125727567348,0.843869912770705,0.734472999651343,0.257625999555984,0.834835146183567,0.652138235223608,0.269831896933912,0.862918715096284,0.404594539861904,1,27,FALSE
"29","3_159_7",0,0.0588410597092389,0.233281708187087,0.0527169183873792,0.0527169183873792,0.868138379674094,0.850312055108173,0.541152590227898,0.260772979528065,0.654058500530169,0.351226597588997,0.933663539800661,0.990007478052473,0.00964962084118483,0.511555214361586,0.68865045091965,0.87367483717353,0.103520086059765,0.620324995018578,0.794313413680036,0.195613645614989,1,0.614811904421048,1,27,FALSE
"30","3_160_1",0,0.0546585640026006,0.237339265417498,0.0511574382171261,0.0511574382171261,0.707647148006706,0.618892811772891,0.935917027206478,0.152087991958791,0.181085430499708,0.103178433941321,0.983148189047634,0.624545028371401,0.170726578357656,0.799289981913946,0.429143858178235,0.309526129036532,0.155637160626192,0.975266456229021,0.0723295171511318,0.548895203061684,0.603001346317566,0.537689071095356,2,25,FALSE
"31","3_161_6",0,0.0591802245932455,0.198210112657039,0.0531060748231027,0.0531060748231027,0.361774701811716,0.637350909461403,0.0315054006919653,0.184346771307995,0.581124114242892,0.335788254751381,0.760708557605683,0.0767553880020935,0.0523883769682581,0.766023295716134,1,0.723842174707171,0.461230281880818,0.699429593931533,0.286847981318154,0.597160037151871,0.85919766719142,0.85378036496028,2,25,FALSE
"32","3_162_1",0,0.0572779831934719,0.205459703346387,0.0534380677601005,0.0534380677601005,0.0414595812292733,0.506086247707123,0.79261123239775,0.595318535551937,0.703797210202146,0.0262088262497251,0.549609362020996,0.0565286729293972,0.163082201525579,0.846425252111534,0.843869912770705,0.962521311197599,0.444370538639237,0.635672925033597,0.27906384428202,0.685586804465739,0.862918715096284,0.89122857835533,2,25,FALSE
"33","3_162_9",0,0.0567806165685262,0.216800577783923,0.0520166111084198,0.0520166111084198,0.745562771509808,0.928244340820085,0.948426806810146,0.432880364094527,0.873973456034139,0.105464538316896,0.916033561782277,0.764991273977985,0.0108239680515977,0.66416264189857,0.564801470667087,0.730870051499765,0.225301968193916,0.957109852492784,0.799231805496988,0.978951020327263,0.948855471915332,0.465231433288471,1,27,FALSE
"34","3_163_1",0,0.0566745144670041,0.234163642988286,0.052709147870953,0.052709147870953,0.493140424773005,0.8054972283131,0.222034124345102,0.260772979528065,0.395795617992233,0.354111754721729,0.646923014130907,0.745713352595384,0.430692653632103,0.628278883514169,0.68865045091965,0.839365973179815,0.278851433248447,0.720402439445705,0.320015537544497,0.423331020052053,0.307701017756705,0.94235396831513,2,25,FALSE
"35","3_165_4",0,0.0573263281832618,0.206050262025858,0.0534433780640706,0.0534433780640706,0.0414595812292733,0.674804392512311,0.96705331844213,0.616990226125175,0.703797210202146,0.0262088262497251,0.549609362020996,0.0565286729293972,0.363691830375749,0.831837140050777,0.708346901648196,0.962521311197599,0.444370538639237,0.79604911103247,0.152687684222889,0.719238622077857,0.862918715096284,0.89122857835533,2,25,FALSE
"36","3_166_3",0,0.0592373280140377,0.197115078160554,0.0534110364094212,0.0534110364094212,0.745562771509808,0.928244340820085,0.790077846012224,0.273321825708273,0.640467705251892,0.188886243116474,0.916033561782277,0.764991273977985,0.0108239680515977,0.781856780127751,0.638793401943232,0.952095551519785,0.225301968193916,0.957109852492784,0.643368715317927,1,0.894142816510304,0.968656908519405,1,27,FALSE
