"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","MAPE_train","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"7",0.77036420075,0.77595831605,0.11526825822,2.48224805825,0.60690310329,0.15506779189,0.678383815175,0.93267915753,0.37079886313,1.660217519,0.71773175668,0.16572108442,1.57978110775,0.49781286567,0.18251416332,1.3332742635,0.330024422211,0.330423781455,1,0.95169167212752,NA,NA,0.0490621049229283,NA,NA,0.0490621049229283,0.621711049733767,0.049184836206669,0,8798.17287587641,3.436547667e-05,65481090.2533626,1e-04,1,0.047382116317749,85.1067671775818,"1_181_8",1,181,8,1628,TRUE,TRUE,71,0.127075992945774,5,FALSE
"8",0.88194097625,0.52156132278,0.10654165584,2.614246525,0.60580213104,0.36402217846,0.624147871025,0.73282825292,0.38998133113,1.59317190975,0.89107069945,0.18337699573,1.608344505,0.54753596959,0.21242676009,1.943895821,0.326380116049,0.326052825245,1,0.951697019414452,NA,NA,0.0490593894862286,NA,NA,0.0490593894862286,0.485388044694562,0.0489366521226281,0,7005.42515056332,6.984640293e-06,65481090.2533626,1e-04,1,0.0689599514007568,85.3947989940643,"1_182_4",1,182,4,1633,TRUE,TRUE,69,0.0889429572472663,5,FALSE
"9",0.88194097625,0.60050544972,0.09189459477,2.78396172975,0.71653396155,0.27612798316,0.775777231,0.84894905366,0.39844286698,1.555296246,0.87602728729,0.21905524639,1.65993347575,0.68838873206,0.29391429237,1.63329135775,0.326380116049,0.326052825245,1,0.952024599132276,NA,NA,0.048892751726231,NA,NA,0.048892751726231,0.585320316465358,0.0487941844242711,0,7005.42515056332,6.984640293e-06,65481090.2533626,1e-04,1,0.0552840232849121,88.6646862030029,"1_189_1",1,189,1,1693,TRUE,TRUE,13,0.116894652373104,5,FALSE
"10",0.963441272,0.96766166264,0.10667607675,2.77481940225,0.70362804139,0.17042173156,0.703576977,0.90936780156,0.36452236072,1.60408680775,0.76219067937,0.18146297116,1.61301662,0.47256535485,0.19886766252,1.40908593425,0.40796287187,0.3074923754,1,0.95172238917572,NA,NA,0.0490465042723869,NA,NA,0.0490465042723869,0.590489879293549,0.0485811209085927,0,6775.67661858408,3.475665286e-06,65481090.2533626,1e-04,1,0.0442330837249756,90.8284811973572,"1_193_5",1,193,5,1733,TRUE,TRUE,64,0.118340653461655,5,FALSE
"11",0.88194097625,0.60050544972,0.09189459477,2.78396172975,0.71653396155,0.27612798316,0.775777231,0.84894905366,0.39844286698,1.555296246,0.87602728729,0.21905524639,1.65993347575,0.68838873206,0.25456380489,1.37798491825,0.341119772652,0.315497514755,1,0.951725507786622,NA,NA,0.0490449201070716,NA,NA,0.0490449201070716,0.507008332388142,0.0506029491630914,0,19494.3684077763,0.0001977296665,65481090.2533626,1e-04,1,0.0417160987854004,92.0932190418243,"1_195_7",1,195,7,1753,FALSE,TRUE,63,0.0950055138332177,5,FALSE
"12",1.03680750975,0.50712712279,0.09843163749,2.60105228025,0.77852456806,0.21590311204,0.75844612475,0.90936780156,0.36452236072,1.64925747025,0.91636768151,0.15468054265,1.43401429425,0.53278052763,0.09085609839,1.57537320925,0.34774747089,0.31391127357,1,0.951746400077569,NA,NA,0.0490343060997476,NA,NA,0.0490343060997476,0.602254433804759,0.0503413364319759,0,21903.9504997411,0.0002345314831,65481090.2533626,1e-04,1,0.046144962310791,94.2806670665741,"1_200_2",1,200,2,1793,TRUE,TRUE,57,0.121641657563674,5,FALSE
"13",0.951560231,0.73253078736,0.11493564717,1.92373570875,0.53432097486,0.31173842422,0.5659313586,0.73729356573,0.39209032654,1.83283409225,0.68413349436,0.15110617105,1.542493672,0.53899129009,0.24648128472,1.39888815475,0.343255043706,0.312153385585,1,0.951821290574207,NA,NA,0.0489962402406091,NA,NA,0.0489962402406091,0.431475053346705,0.0487128724618136,0,7793.49473005609,1.902091506e-05,65481090.2533626,1e-04,1,0.0464489459991455,95.9761281013489,"1_203_6",1,203,6,1824,FALSE,TRUE,40,0.0738611452883726,5,FALSE
"14",1.0980019175,0.4793117529,0.11183787333,2.37192403825,0.90586968659,0.32163862372,0.61606145875,0.64425720434,0.36137105707,1.71425601625,0.4833719867,0.112687143838,1.57746929475,0.38988832622,0.11326397187,1.74311087375,0.326924018849,0.33129641438,1,0.951825828837016,NA,NA,0.0489939325506139,NA,NA,0.0489939325506139,0.510025606344489,0.0488262784219974,0,7085.63824641226,8.209743871e-06,65481090.2533626,1e-04,1,0.0569210052490234,101.591876983643,"1_215_1",1,215,1,1927,TRUE,TRUE,42,0.0958336254565419,8,FALSE
"15",0.6821699205,0.61119198187,0.11824565679,2.7860499695,0.55902187003,0.35192786428,0.5306540548,0.91503880438,0.37861486231,1.7101174355,0.7756965094,0.1959359545,1.7118952185,0.76642702848,0.29684903832,1.5010602135,0.314137908813,0.3049971926765,1,0.951803992209039,NA,NA,0.0490050353993165,NA,NA,0.0490050353993165,0.419604824563217,0.0502871357249966,0,21182.5329871352,0.0002235131928,65481090.2533626,1e-04,1,0.0430200099945068,103.421632051468,"1_218_8",1,218,8,1961,FALSE,TRUE,45,0.0705571448959266,5,FALSE
"16",0.6821699205,0.61119198187,0.11824565679,2.7860499695,0.55902187003,0.35192786428,0.5306540548,0.80451431737,0.37156416379,1.5755988385,0.92811571032,0.1723136833,1.60522935875,0.58176501031,0.29684903832,1.5010602135,0.314137908813,0.3049971926765,1,0.951835309178471,NA,NA,0.0489891114810198,NA,NA,0.0489891114810198,0.507927939782343,0.0502470515534766,0,21182.5329871352,0.0002235131928,65481090.2533626,1e-04,1,0.0434780120849609,105.084459066391,"1_222_2",1,222,2,1991,TRUE,TRUE,37,0.0952579690025649,5,FALSE
