,solID,nrmse,decomp.rssd,MAPE_train,KL_Divergence,,CD,CE,CF,DE,DF,EF 
1886,1_210_5,0.049339489,0.699104993,0.049389289,0.027437699,,,,,,,
1887,1_210_6,0.050233115,0.414629555,0.050297161,0.006042945,,,,,,,
1888,1_210_7,0.051418646,0.546822917,0.052733675,0.004146301,,,,,,,
1889,1_210_8,0.049729936,0.641043173,0.050673562,0.008451341,,,,,,,
1890,1_210_9,0.050173986,0.591215538,0.049171981,0.005442809,,,,,,,
1891,1_211_1,0.049984677,0.579015464,0.050419425,0.007134725,,,,,,,
1892,1_211_2,0.049632833,0.63236838,0.050141428,0.01273866,,,,,,,
1893,1_211_3,0.050639472,0.549165245,0.051904368,0.012781154,,,,,,,
1894,1_211_4,0.050305143,0.718178228,0.051661249,0.01000826,,,,,,,
1895,1_211_5,0.04949245,0.665473723,0.049874593,0.018720073,,,,,,,
1896,1_211_6,0.05026583,0.65298933,0.051956222,0.010305874,,,,,,,
1897,1_211_7,0.049966924,0.527003116,0.050142778,0.024761246,,,,,,,
1898,1_211_8,0.050691271,0.529778497,0.050318423,0.002666593,,,,,,,
1899,1_211_9,0.04985909,0.760148787,0.05002855,0.005246382,,,,,,,
1900,1_212_1,0.051447219,0.410010889,0.051709093,0.004032269,,,,,,,
1901,1_212_2,0.050102936,0.683028977,0.05066799,0.023364758,,,,,,,
1902,1_212_3,0.049695073,0.638720848,0.049919606,0.047565859,,,,,,,
1903,1_212_4,0.050404495,0.433240663,0.051993379,0.005157607,,,,,,,
1904,1_212_5,0.049956118,0.591795869,0.049265931,0.006422224,,,,,,,
1905,1_212_6,0.049950445,0.762470687,0.052376613,0.010039008,,,,,,,
1906,1_212_7,0.050649537,0.566088436,0.052490692,0.019539717,,,,,,,
1907,1_212_8,0.049906366,0.822588099,0.049731943,0.013872652,,,,,,,
1908,1_212_9,0.050801487,0.765394113,0.056919873,0.013615932,,,,,,,
1909,1_213_1,0.051224192,0.310879545,0.052014666,0.005296734,,,,,,,
1910,1_213_2,0.049711821,0.82878054,0.050176396,0.042130554,,,,,,,
1911,1_213_3,0.050539641,0.617939628,0.051604228,0.00559361,,,,,,,
1912,1_213_4,0.050965067,0.63615553,0.052498424,0.023451306,,,,,,,
1913,1_213_5,0.050263805,0.546807828,0.050413068,0.013707884,,,,,,,
1914,1_213_6,0.049762079,0.606636539,0.050918777,0.003187463,,,,,,,
1915,1_213_7,0.050055127,0.586140526,0.051084317,0.008415221,,,,,,,
1916,1_213_8,0.049501539,0.619879676,0.050208516,0.010348618,,,,,,,
1917,1_213_9,0.050234474,0.487609689,0.050603441,0.005653257,,,,,,,
1918,1_214_1,0.05083563,0.494159037,0.05118248,0.003730026,,,,,,,
1919,1_214_2,0.050256312,0.6457092,0.051726609,0.005121602,,,,,,,
1920,1_214_3,0.050135258,0.52980726,0.050187409,0.01214953,,,,,,,
1921,1_214_4,0.049640425,0.743954774,0.05159951,0.048097216,,,,,,,
1922,1_214_5,0.049853567,0.623122517,0.049604756,0.006257991,,,,,,,
1923,1_214_6,0.050124062,0.65180152,0.05248127,0.005098772,,,,,,,
1924,1_214_7,0.050195275,0.575804183,0.050096982,0.015350731,,,,,,,
1925,1_214_8,0.051070882,0.595633796,0.051553648,0.006249479,,,,,,,
1926,1_214_9,0.050142547,0.513828846,0.051827318,0.004097752,,,,,,,
1927,1_215_1,0.049971586,0.508438377,0.050097351,0.00872681,,,,,,,
1928,1_215_2,0.05067728,0.528196014,0.050318827,0.005492575,,,,,,,
1929,1_215_3,0.05085701,0.397746085,0.051459874,0.004356707,,,,,,,
1930,1_215_4,0.050482595,0.454523789,0.049929557,0.011851676,,,,,,,
1931,1_215_5,0.050589073,0.601549229,0.051542085,0.004097211,,,,,,,
1932,1_215_6,0.049568537,0.630999338,0.049768796,0.033494087,,,,,,,
1933,1_215_7,0.050409906,0.436503015,0.051963183,0.002847141,,,,,,,
1934,1_215_8,0.049875467,0.579439228,0.049165894,0.006144336,,,,,,,
1935,1_215_9,0.050079605,0.574517001,0.050008543,0.008457095,,,,,,,
1936,1_216_1,0.050345495,0.776962563,0.051985572,0.018083317,,,,,,,
1937,1_216_2,0.049917214,0.825250262,0.049609608,0.009887629,,,,,,,
1938,1_216_3,0.049479238,0.66717025,0.050989512,0.022789972,,,,,,,
1939,1_216_4,0.051225048,0.311701721,0.05211551,0.006211916,,,,,,,
1940,1_216_5,0.049650101,0.833985295,0.05023723,0.038834333,,,,,,,
1941,1_216_6,0.050259088,0.638619321,0.053870788,0.035325715,,,,,,,
1942,1_216_7,0.04968755,0.711613455,0.050954328,0.01626583,,,,,,,
1943,1_216_8,0.050249617,0.54575736,0.050427128,0.007261593,,,,,,,
1944,1_216_9,0.049642496,0.692853368,0.05064536,0.015775153,,,,,,,
1945,1_217_1,0.050056911,0.588267737,0.05106876,0.007908537,,,,,,,
1946,1_217_2,0.049316543,0.811348823,0.050003995,0.041444258,,,,,,,
1947,1_217_3,0.050232252,0.415317194,0.050349529,0.006853105,,,,,,,
1948,1_217_4,0.050757396,0.527898524,0.051244256,0.003750675,,,,,,,
1949,1_217_5,0.050214935,0.522694578,0.049989292,0.003609212,,,,,,,
1950,1_217_6,0.050143251,0.529493584,0.050272341,0.013298777,,,,,,,
1951,1_217_7,0.049523389,0.625073112,0.049144126,0.005679945,,,,,,,
1952,1_217_8,0.050388151,0.604312168,0.050246017,0.003658889,,,,,,,
1953,1_217_9,0.050139819,0.694787819,0.052026286,0.003447714,,,,,,,
1954,1_218_1,0.050946307,0.38870564,0.052500075,0.004903474,,,,,,,
1955,1_218_2,0.04944533,0.642844336,0.052056452,0.004254172,,,,,,,
1956,1_218_3,0.050745803,0.440317793,0.050375758,0.007879002,,,,,,,
1957,1_218_4,0.05051312,0.428595284,0.050286795,0.037738056,,,,,,,
1958,1_218_5,0.051627213,0.713788225,0.052927607,0.0030344,,,,,,,
1959,1_218_6,0.050948611,0.392935939,0.05155776,0.004226728,,,,,,,
1960,1_218_7,0.050493745,0.44981038,0.049958221,0.008069844,,,,,,,
1961,1_218_8,0.050001718,0.61181035,0.051557003,0.015096016,,,,,,,
1962,1_218_9,0.050575879,0.548012588,0.051837329,0.045592302,,,,,,,
1963,1_219_1,0.050489875,0.425167639,0.052451241,0.005897622,,,,,,,
1964,1_219_2,0.049942894,0.585987286,0.048996892,0.014609575,,,,,,,
1965,1_219_3,0.050659299,0.507529219,0.050312678,0.004866323,,,,,,,
1966,1_219_4,0.050449415,0.556057385,0.051885069,0.004387245,,,,,,,
1967,1_219_5,0.050394673,0.560065073,0.050037042,0.00551525,,,,,,,
1968,1_219_6,0.049593245,0.623261554,0.050641203,0.004920253,,,,,,,
1969,1_219_7,0.050899249,0.495353893,0.052103728,0.01893768,,,,,,,
1970,1_219_8,0.049622468,0.838826907,0.050142937,0.038718212,,,,,,,
1971,1_219_9,0.049631542,0.675984502,0.050516961,0.006798168,,,,,,,
1972,1_220_1,0.050834445,0.552225742,0.051527366,0.022623717,,,,,,,
1973,1_220_2,0.050715371,0.67205495,0.055643241,0.016523233,,,,,,,
1974,1_220_3,0.050388311,0.630466517,0.050560364,0.009803452,,,,,,,
1975,1_220_4,0.049605011,0.686747785,0.051823328,0.003424124,,,,,,,
1976,1_220_5,0.049400961,0.671493337,0.049283638,0.013886759,,,,,,,
1977,1_220_6,0.049704367,0.61985981,0.04983406,0.005200385,,,,,,,
1978,1_220_7,0.050925323,0.437699054,0.051201706,0.005088573,,,,,,,
1979,1_220_8,0.05054608,0.625323531,0.051027896,0.005765549,,,,,,,
1980,1_220_9,0.049488504,0.612006161,0.050162096,0.033877774,,,,,,,
1981,1_221_1,0.049622913,0.628943521,0.049288635,0.008363972,,,,,,,
1982,1_221_2,0.049883126,0.615244082,0.050089593,0.005693019,,,,,,,
1983,1_221_3,0.050724161,0.522214789,0.05259051,0.01407844,,,,,,,
1984,1_221_4,0.049984434,0.770784639,0.050762252,0.006226671,,,,,,,
1985,1_221_5,0.049908622,0.656252753,0.054056168,0.04526958,,,,,,,
1986,1_221_6,0.050808806,0.699257037,0.051460401,0.021181626,,,,,,,
1987,1_221_7,0.050628423,0.49084247,0.050007817,0.028729681,,,,,,,
1988,1_221_8,0.050497637,0.436615483,0.051500795,0.016688591,,,,,,,
1989,1_221_9,0.049852039,0.539487796,0.050586145,0.016648759,,,,,,,
1990,1_222_1,0.050296973,0.589689957,0.049779317,0.015225727,,,,,,,
1991,1_222_2,0.051693648,0.443066769,0.052656087,0.00519404,,,,,,,
1992,1_222_3,0.050079397,0.665105083,0.049666312,0.006075066,,,,,,,
1993,1_222_4,0.050453845,0.477060846,0.050732723,0.005940386,,,,,,,
1994,1_222_5,0.050234283,0.729562437,0.050600217,0.003855828,,,,,,,
1995,1_222_6,0.050878383,0.520059137,0.056598763,0.00656992,,,,,,,
1996,1_222_7,0.0505017,0.552315877,0.052115482,0.005617294,,,,,,,
1997,1_222_8,0.050731695,0.615091957,0.050679208,0.005284786,,,,,,,
1998,1_222_9,0.050122702,0.589786299,0.05121911,0.005759421,,,,,,,
1999,1_223_1,0.050865401,0.433747207,0.053266747,0.0044085,,,,,,,
2000,1_223_2,0.04973904,0.700092149,0.050985984,0.023119204,,,,,,,
2001,1_223_3,0.050376052,0.545145093,0.050099593,0.004860116,,,,,,,
2002,1_223_4,0.049686842,0.711353422,0.050959379,0.017568132,,,,,,,
2003,1_223_5,0.050286612,0.549383615,0.05057654,0.002873224,,,,,,,
2004,1_223_6,0.049609801,0.666451253,0.05094208,0.032798925,,,,,,,
2005,1_223_7,0.051053921,0.512552222,0.051281406,0.017710201,,,,,,,
2006,1_223_8,0.049598054,0.683710548,0.049737558,0.004311787,,,,,,,
2007,1_223_9,0.051859786,0.409638727,0.053855709,0.006528679,,,,,,,
2008,2_1_1,0.21913661,0.701151236,0.391174053,1.797720593,,,,,,,
2009,2_1_2,0.219238715,0.689848709,0.391248506,1.801755222,,,,,,,
2010,2_1_3,0.215748746,0.715731361,0.384693305,1.656042204,,,,,,,
2011,2_1_4,0.220755246,0.729113183,0.39407229,1.862283297,,,,,,,
2012,2_1_5,0.222282639,0.677483705,0.396823623,1.942308677,,,,,,,
2013,2_1_6,0.218621986,0.696874923,0.390133875,1.767790871,,,,,,,
2014,2_1_7,0.214736869,0.692726434,0.383088554,1.624240297,,,,,,,
2015,2_1_8,0.223040978,0.725551235,0.398318773,1.999529313,,,,,,,
2016,2_1_9,0.218915284,0.728454042,0.390454699,1.780413573,,,,,,,
2017,2_2_1,0.222268558,0.736168941,0.396740473,1.944980151,,,,,,,
2018,2_2_2,0.207565893,0.711292076,0.369748667,1.414249701,,,,,,,
2019,2_2_3,0.221573257,0.699238653,0.395600552,1.915080054,,,,,,,
2020,2_2_4,0.217148065,0.619569403,0.387649634,1.722631464,,,,,,,
2021,2_2_5,0.218706717,0.651872952,0.390176469,1.766488571,,,,,,,
2022,2_2_6,0.210743002,0.708596779,0.375890632,1.510539181,,,,,,,
2023,2_2_7,0.218192546,0.688336253,0.389456612,1.754916373,,,,,,,
2024,2_2_8,0.220936169,0.637872409,0.394358096,1.874300884,,,,,,,
2025,2_2_9,0.216339776,0.715117281,0.385877144,1.685778185,,,,,,,
2026,2_3_1,0.221844171,0.716889235,0.396144853,1.927693992,,,,,,,
2027,2_3_2,0.221178986,0.675530982,0.394880423,1.894347779,,,,,,,
2028,2_3_3,0.221782398,0.616947308,0.396022934,1.928773816,,,,,,,
2029,2_3_4,0.216334664,0.583679268,0.386071306,1.692633431,,,,,,,
2030,2_3_5,0.199098358,0.727685857,0.354033087,1.246065123,,,,,,,
2031,2_3_6,0.216038713,0.708736084,0.385337529,1.667332726,,,,,,,
2032,2_3_7,0.210666413,0.709839837,0.375699408,1.499636557,,,,,,,
2033,2_3_8,0.216554988,0.715694234,0.386464888,1.699955645,,,,,,,
2034,2_3_9,0.219897857,0.738726352,0.392439349,1.821907129,,,,,,,
2035,2_4_1,0.214283414,0.709422884,0.382317384,1.610790153,,,,,,,
2036,2_4_2,0.2229348,0.702812167,0.39807983,1.990178519,,,,,,,
2037,2_4_3,0.216782804,0.71108368,0.386820825,1.699921314,,,,,,,
2038,2_4_4,0.218929671,0.704495368,0.390802374,1.788403392,,,,,,,
2039,2_4_5,0.209114646,0.70393141,0.372450433,1.454348453,,,,,,,
2040,2_4_6,0.173359856,0.746195028,0.305064822,0.852168639,,,,,,,
2041,2_4_7,0.212242897,0.722552951,0.378465509,1.535495836,,,,,,,
2042,2_4_8,0.220327683,0.548782462,0.393366905,1.848743011,,,,,,,
2043,2_4_9,0.209020921,0.726316464,0.372350117,1.463844608,,,,,,,
2044,2_5_1,0.21036995,0.687805812,0.374836893,1.490282796,,,,,,,
2045,2_5_2,0.190713578,0.7240619,0.338044659,1.090268821,,,,,,,
2046,2_5_3,0.211139934,0.710968064,0.376307815,1.512472283,,,,,,,
2047,2_5_4,0.219429358,0.731569112,0.391611056,1.808968601,,,,,,,
2048,2_5_5,0.2121007,0.664623544,0.378226818,1.534313149,,,,,,,
2049,2_5_6,0.223475577,0.638021183,0.399174393,2.01685051,,,,,,,
2050,2_5_7,0.216843062,0.62760303,0.387067429,1.708150261,,,,,,,
2051,2_5_8,0.219236504,0.669546331,0.391125791,1.788802405,,,,,,,
2052,2_5_9,0.214212984,0.695913963,0.382250689,1.610432082,,,,,,,
2053,2_6_1,0.218078736,0.690229315,0.389339163,1.754025953,,,,,,,
2054,2_6_2,0.22093513,0.636428257,0.394355481,1.874276277,,,,,,,
2055,2_6_3,0.195039544,0.735653985,0.346426598,1.163546488,,,,,,,
2056,2_6_4,0.201757934,0.730853514,0.358849159,1.302871139,,,,,,,
2057,2_6_5,0.205508189,0.716654115,0.365547021,1.366079269,,,,,,,
2058,2_6_6,0.07951747,0.752595719,0.118923327,0.132201616,,,,,,,
2059,2_6_7,0.21699704,0.642516069,0.387243475,1.699528131,,,,,,,
2060,2_6_8,0.218803945,0.530478801,0.390484176,1.786087444,,,,,,,
2061,2_6_9,0.215902841,0.709533138,0.385064069,1.665101254,,,,,,,
2062,2_7_1,0.210694258,0.684333857,0.375773432,1.506408964,,,,,,,
2063,2_7_2,0.216231505,0.705492894,0.38579113,1.68752008,,,,,,,
2064,2_7_3,0.216329177,0.737454419,0.385936656,1.682151666,,,,,,,
2065,2_7_4,0.214619587,0.679036793,0.382842331,1.6230401,,,,,,,
2066,2_7_5,0.223388042,0.711440046,0.398967069,2.008699332,,,,,,,
2067,2_7_6,0.211448239,0.724286956,0.377027249,1.518282729,,,,,,,
2068,2_7_7,0.218901937,0.700120598,0.39073107,1.784660986,,,,,,,
2069,2_7_8,0.219759875,0.741474285,0.3922127,1.823411451,,,,,,,
2070,2_7_9,0.172590488,0.723629091,0.30289256,0.823427527,,,,,,,
2071,2_8_1,0.212179276,0.713999064,0.378297158,1.530492494,,,,,,,
2072,2_8_2,0.220281417,0.706400491,0.393290681,1.852238376,,,,,,,
2073,2_8_3,0.189716573,0.719591506,0.336742228,1.073332807,,,,,,,
2074,2_8_4,0.210382108,0.687911106,0.374751809,1.482443857,,,,,,,
2075,2_8_5,0.190088771,0.548241623,0.337127001,1.087961907,,,,,,,
2076,2_8_6,0.211139694,0.710926885,0.376306963,1.51245213,,,,,,,
2077,2_8_7,0.218710292,0.627057355,0.390281506,1.781929892,,,,,,,
2078,2_8_8,0.207412684,0.710111572,0.369452198,1.413626442,,,,,,,
2079,2_8_9,0.221569708,0.698344876,0.395590617,1.913986357,,,,,,,
2080,2_9_1,0.224901692,0.508939705,0.401613419,2.112538664,,,,,,,
2081,2_9_2,0.218751179,0.568678285,0.390370945,1.781432234,,,,,,,
2082,2_9_3,0.187321617,0.712787762,0.332166306,1.029076719,,,,,,,
2083,2_9_4,0.218050152,0.69023459,0.389275812,1.7513817,,,,,,,
2084,2_9_5,0.204557514,0.622560558,0.364114467,1.349657451,,,,,,,
2085,2_9_6,0.223495993,0.634684828,0.399098562,2.022864853,,,,,,,
2086,2_9_7,0.201728876,0.724862076,0.358794902,1.302853757,,,,,,,
2087,2_9_8,0.212869566,0.69503945,0.379322717,1.55442978,,,,,,,
2088,2_9_9,0.164516667,0.673312248,0.28821185,0.75914326,,,,,,,
2089,2_10_1,0.216365291,0.585265655,0.386152103,1.695477946,,,,,,,
2090,2_10_2,0.20030078,0.699338271,0.356432018,1.26809826,,,,,,,
2091,2_10_3,0.218213479,0.598676487,0.389402481,1.757459865,,,,,,,
2092,2_10_4,0.220637303,0.68168514,0.393867654,1.858611808,,,,,,,
2093,2_10_5,0.216288943,0.673840805,0.385898249,1.689772305,,,,,,,
2094,2_10_6,0.21621653,0.509599256,0.385865213,1.678715357,,,,,,,
2095,2_10_7,0.204990954,0.707588958,0.365361735,1.361721198,,,,,,,
2096,2_10_8,0.202116648,0.659363294,0.359273567,1.293769543,,,,,,,
2097,2_10_9,0.216786238,0.664352825,0.38670376,1.701750308,,,,,,,
2098,2_11_1,0.225646185,0.71952473,0.402981979,2.162721991,,,,,,,
2099,2_11_2,0.225323109,0.475363742,0.402355353,2.140895153,,,,,,,
2100,2_11_3,0.225037581,0.749511397,0.401600743,2.102315227,,,,,,,
2101,2_11_4,0.223156976,0.641842177,0.398364608,1.986651617,,,,,,,
2102,2_11_5,0.220236639,0.637738199,0.393194049,1.851909941,,,,,,,
2103,2_11_6,0.107861852,0.801959415,0.178116714,0.299495373,,,,,,,
2104,2_11_7,0.220137992,0.705860532,0.392533581,1.839634519,,,,,,,
2105,2_11_8,0.20991884,0.456274624,0.374282739,1.484241566,,,,,,,
2106,2_11_9,0.211170249,0.655065701,0.376347824,1.512417245,,,,,,,
2107,2_12_1,0.208275136,0.501793997,0.37123864,1.44739121,,,,,,,
2108,2_12_2,0.208222633,0.721012435,0.370610852,1.432595868,,,,,,,
2109,2_12_3,0.210928627,0.727991927,0.375908518,1.511694843,,,,,,,
2110,2_12_4,0.211786044,0.521205735,0.377748492,1.541244522,,,,,,,
2111,2_12_5,0.181546344,0.605981076,0.321712797,0.976239794,,,,,,,
2112,2_12_6,0.19454523,0.714620478,0.345656591,1.144839008,,,,,,,
2113,2_12_7,0.217600471,0.673211843,0.388466488,1.729814198,,,,,,,
2114,2_12_8,0.204624824,0.637002631,0.363978385,1.343690914,,,,,,,
2115,2_12_9,0.223332187,0.656637841,0.398766861,2.015437541,,,,,,,
2116,2_13_1,0.068754669,0.699231106,0.099931564,0.059237542,,,,,,,
2117,2_13_2,0.132423087,0.71538737,0.2275417,0.488192387,,,,,,,
2118,2_13_3,0.078667553,0.760134666,0.117982022,0.126561251,,,,,,,
2119,2_13_4,0.197159018,0.586165166,0.350886801,1.215982589,,,,,,,
2120,2_13_5,0.199099277,0.722648022,0.354125087,1.246336603,,,,,,,
2121,2_13_6,0.21612239,0.554368466,0.385704389,1.675385467,,,,,,,
2122,2_13_7,0.20723519,0.670521451,0.369177793,1.410560687,,,,,,,
2123,2_13_8,0.217599683,0.420981028,0.388277556,1.737187703,,,,,,,
2124,2_13_9,0.216466607,0.680097957,0.386165482,1.688916987,,,,,,,
2125,2_14_1,0.179387013,0.682539279,0.316586465,0.929550804,,,,,,,
2126,2_14_2,0.214373424,0.596559964,0.38228148,1.618945683,,,,,,,
2127,2_14_3,0.213943754,0.476303779,0.381738725,1.610836287,,,,,,,
2128,2_14_4,0.218385849,0.55629285,0.389790483,1.773296293,,,,,,,
2129,2_14_5,0.21914265,0.641045655,0.391048577,1.79443528,,,,,,,
2130,2_14_6,0.172898905,0.696393182,0.303573687,0.824446233,,,,,,,
2131,2_14_7,0.194083003,0.655481102,0.345092492,1.160642999,,,,,,,
2132,2_14_8,0.220292092,0.643831051,0.393316007,1.852495168,,,,,,,
2133,2_14_9,0.107692652,0.678761028,0.178572359,0.302790656,,,,,,,
2134,2_15_1,0.210460678,0.695011552,0.374917725,1.489924291,,,,,,,
2135,2_15_2,0.189113211,0.55187452,0.335371243,1.079349203,,,,,,,
2136,2_15_3,0.211006776,0.637720354,0.376115939,1.503080568,,,,,,,
2137,2_15_4,0.208559878,0.568991272,0.371660697,1.451293215,,,,,,,
2138,2_15_5,0.197242755,0.749467293,0.350060904,1.196731616,,,,,,,
2139,2_15_6,0.21049671,0.702348153,0.375234301,1.505018938,,,,,,,
2140,2_15_7,0.070440716,0.705947075,0.10060564,0.07548995,,,,,,,
2141,2_15_8,0.219121025,0.603283037,0.39096125,1.791926524,,,,,,,
2142,2_15_9,0.103190061,0.67844581,0.171095165,0.260327208,,,,,,,
2143,2_16_1,0.217122091,0.541298579,0.387487291,1.714711694,,,,,,,
2144,2_16_2,0.145726642,0.694101069,0.252005304,0.580020578,,,,,,,
2145,2_16_3,0.223646543,0.709598292,0.399334184,2.028239634,,,,,,,
2146,2_16_4,0.069505721,0.687672941,0.10247485,0.068583225,,,,,,,
2147,2_16_5,0.178551935,0.706273676,0.315274412,0.921388338,,,,,,,
2148,2_16_6,0.078654966,0.79805285,0.119239409,0.131304155,,,,,,,
2149,2_16_7,0.196208722,0.673131571,0.348193875,1.183739148,,,,,,,
2150,2_16_8,0.198758202,0.718093875,0.353521713,1.239299705,,,,,,,
2151,2_16_9,0.210307429,0.623095274,0.37458892,1.490413465,,,,,,,
2152,2_17_1,0.205590508,0.608661498,0.365701589,1.37238009,,,,,,,
2153,2_17_2,0.216120579,0.664203327,0.385508545,1.679491219,,,,,,,
2154,2_17_3,0.21613848,0.565884597,0.385771018,1.676626657,,,,,,,
2155,2_17_4,0.199349946,0.685778302,0.355298601,1.256171696,,,,,,,
2156,2_17_5,0.179812547,0.700969492,0.317805489,0.937721776,,,,,,,
2157,2_17_6,0.174428308,0.703925339,0.307888062,0.875319684,,,,,,,
2158,2_17_7,0.193470375,0.65015905,0.343074034,1.141928997,,,,,,,
2159,2_17_8,0.21920722,0.698380069,0.391181458,1.799378006,,,,,,,
2160,2_17_9,0.206122411,0.711395805,0.367051925,1.373635617,,,,,,,
2161,2_18_1,0.194226539,0.710426336,0.345391722,1.151589963,,,,,,,
2162,2_18_2,0.184204565,0.692482824,0.325363824,0.994742223,,,,,,,
2163,2_18_3,0.134330659,0.650084873,0.230929273,0.490180684,,,,,,,
2164,2_18_4,0.210498559,0.695108357,0.374993206,1.490393246,,,,,,,
2165,2_18_5,0.189003786,0.614997981,0.335148715,1.074813785,,,,,,,
2166,2_18_6,0.211040299,0.637313436,0.376163314,1.503579645,,,,,,,
2167,2_18_7,0.208419222,0.498624574,0.371473113,1.452245349,,,,,,,
2168,2_18_8,0.20027644,0.751082554,0.355741245,1.260230155,,,,,,,
2169,2_18_9,0.209840925,0.70586427,0.374050225,1.485722603,,,,,,,
2170,2_19_1,0.211357248,0.689744826,0.377005855,1.525218801,,,,,,,
2171,2_19_2,0.218839861,0.585749128,0.390493069,1.784893097,,,,,,,
2172,2_19_3,0.103170329,0.675362526,0.171133099,0.259291159,,,,,,,
2173,2_19_4,0.217521319,0.447585059,0.388163573,1.731898315,,,,,,,
2174,2_19_5,0.183237435,0.6762578,0.324301719,1.00107503,,,,,,,
2175,2_19_6,0.223286944,0.644573603,0.398641961,2.009438764,,,,,,,
2176,2_19_7,0.183817573,0.743489344,0.325965707,0.991933856,,,,,,,
2177,2_19_8,0.13241955,0.715001315,0.2275276,0.486619126,,,,,,,
2178,2_19_9,0.078230741,0.712610227,0.12069147,0.141774411,,,,,,,
2179,2_20_1,0.197519414,0.624400043,0.351676783,1.226931595,,,,,,,
2180,2_20_2,0.194696603,0.724184596,0.345787677,1.174532761,,,,,,,
2181,2_20_3,0.167781575,0.632159382,0.295022844,0.787540628,,,,,,,
2182,2_20_4,0.200170164,0.577757965,0.356029602,1.259689336,,,,,,,
2183,2_20_5,0.216308947,0.695355968,0.385852141,1.687349119,,,,,,,
2184,2_20_6,0.215348303,0.61209996,0.384125723,1.653916434,,,,,,,
2185,2_20_7,0.180889985,0.697797333,0.320268178,0.952348767,,,,,,,
2186,2_20_8,0.132428459,0.667935651,0.22804989,0.476016859,,,,,,,
2187,2_20_9,0.173354669,0.635681572,0.305974465,0.858505609,,,,,,,
2188,2_21_1,0.211201806,0.651491673,0.376464908,1.520517262,,,,,,,
2189,2_21_2,0.211371645,0.639711054,0.376734962,1.518267856,,,,,,,
2190,2_21_3,0.207348234,0.759328825,0.369229103,1.404463191,,,,,,,
2191,2_21_4,0.194472062,0.656591237,0.345942218,1.16871317,,,,,,,
2192,2_21_5,0.219864881,0.652352732,0.392532939,1.831212082,,,,,,,
2193,2_21_6,0.20340296,0.69020492,0.361336297,1.329476345,,,,,,,
2194,2_21_7,0.164558151,0.68776632,0.289418769,0.754611732,,,,,,,
2195,2_21_8,0.20618975,0.592543807,0.367176843,1.382841822,,,,,,,
2196,2_21_9,0.132695988,0.641340863,0.228785848,0.49859455,,,,,,,
2197,2_22_1,0.208506,0.565040404,0.371643336,1.453361531,,,,,,,
2198,2_22_2,0.198364329,0.735724509,0.352879353,1.228905553,,,,,,,
2199,2_22_3,0.203197256,0.710560059,0.361725927,1.313378343,,,,,,,
2200,2_22_4,0.210851496,0.699524175,0.376163322,1.514414186,,,,,,,
2201,2_22_5,0.218798119,0.625466286,0.390465741,1.782721884,,,,,,,
2202,2_22_6,0.210878588,0.703550288,0.375846463,1.500056652,,,,,,,
2203,2_22_7,0.2196868,0.584866009,0.392107381,1.819953177,,,,,,,
2204,2_22_8,0.183712383,0.736640059,0.325196499,0.996392918,,,,,,,
2205,2_22_9,0.223280713,0.653531894,0.398615657,2.006262548,,,,,,,
2206,2_23_1,0.081325503,0.705877109,0.128186034,0.14560027,,,,,,,
2207,2_23_2,0.132314486,0.710204025,0.22744141,0.489498739,,,,,,,
2208,2_23_3,0.078600785,0.718867772,0.118984296,0.138027725,,,,,,,
2209,2_23_4,0.216071671,0.588511633,0.385340365,1.674352494,,,,,,,
2210,2_23_5,0.206948768,0.719745402,0.368893868,1.406271537,,,,,,,
2211,2_23_6,0.167273469,0.610269204,0.294112641,0.783819526,,,,,,,
2212,2_23_7,0.2011987,0.670644089,0.358228723,1.287505133,,,,,,,
2213,2_23_8,0.17275151,0.707946268,0.304332645,0.844689109,,,,,,,
2214,2_23_9,0.214966855,0.614035559,0.383489373,1.638179301,,,,,,,
2215,2_24_1,0.179744926,0.670587147,0.317921919,0.939692952,,,,,,,
2216,2_24_2,0.132472331,0.668291156,0.228068636,0.476566832,,,,,,,
2217,2_24_3,0.207810603,0.733649094,0.370323787,1.431058084,,,,,,,
2218,2_24_4,0.158779598,0.641610527,0.277726619,0.704019535,,,,,,,
2219,2_24_5,0.208051322,0.646417082,0.370821285,1.438081695,,,,,,,
2220,2_24_6,0.180635118,0.642524865,0.319725631,0.96042419,,,,,,,
2221,2_24_7,0.208240681,0.681054731,0.371264411,1.437196393,,,,,,,
2222,2_24_8,0.203021804,0.648588122,0.36147718,1.31889976,,,,,,,
2223,2_24_9,0.142843049,0.619005007,0.247110488,0.549274721,,,,,,,
2224,2_25_1,0.163308288,0.725520628,0.286306882,0.75431972,,,,,,,
2225,2_25_2,0.074998961,0.541941309,0.115331757,0.112780388,,,,,,,
2226,2_25_3,0.131296676,0.657550131,0.226299931,0.492376832,,,,,,,
2227,2_25_4,0.209020706,0.501416584,0.372543028,1.462559321,,,,,,,
2228,2_25_5,0.19943333,0.702305046,0.354808013,1.244223269,,,,,,,
2229,2_25_6,0.203514591,0.710623219,0.362200029,1.319512595,,,,,,,
2230,2_25_7,0.212230962,0.691197805,0.37863581,1.555879952,,,,,,,
2231,2_25_8,0.219030671,0.730450449,0.390920157,1.791939459,,,,,,,
2232,2_25_9,0.103316247,0.625311011,0.171724954,0.265570921,,,,,,,
2233,2_26_1,0.217552673,0.458690658,0.388237343,1.734516263,,,,,,,
